2025-09-24 10:19:56 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:47:14 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:47:14 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 12:47:14 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 12:47:15 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:47:17 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 12:47:43 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:47:45 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:47:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:47:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:47:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:47:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:47:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:47:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:47:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:47:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:47:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:47:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:47:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:47:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:47:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:47:47 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 12:47:47 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 12:47:49 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 12:48:13 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:48:16 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:48:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:19 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 12:48:19 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 12:48:21 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 12:48:44 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:48:47 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:48:51 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:51 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:51 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:51 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:51 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:51 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:51 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:51 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:51 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:51 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:51 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:51 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:51 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:48:51 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 12:48:51 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 12:48:54 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 12:49:14 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:49:16 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:49:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:24 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 12:49:24 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 12:49:26 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 12:49:44 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:49:46 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:49:56 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:56 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:56 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:56 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:56 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:56 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:56 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:56 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:56 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:56 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:56 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:56 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:56 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:49:56 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 12:49:56 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 12:49:58 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 12:50:14 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:50:17 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:50:28 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:50:28 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:50:28 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:50:28 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:50:28 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:50:28 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:50:28 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:50:28 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:50:28 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:50:28 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:50:28 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:50:28 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:50:28 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:50:28 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 12:50:28 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 12:50:31 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 12:50:45 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:50:47 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:51:01 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:01 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:01 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:01 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:01 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:01 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:01 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:01 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:01 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:01 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:01 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:01 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:01 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:01 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 12:51:01 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 12:51:03 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 12:51:15 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:51:17 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:51:33 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:33 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:33 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:33 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:33 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:33 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:33 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:33 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:33 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:33 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:33 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:33 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:33 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:51:33 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 12:51:33 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 12:51:35 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 12:51:45 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:51:48 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:52:05 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:05 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:05 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:05 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:05 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:05 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:05 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:05 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:05 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:05 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:05 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:05 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:05 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:05 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 12:52:05 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 12:52:07 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 12:52:16 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:52:18 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:52:37 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:37 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:37 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:37 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:37 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:37 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:37 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:37 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:37 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:37 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:37 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:37 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:37 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:52:37 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 12:52:37 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 12:52:40 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 12:52:46 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:52:48 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:53:10 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:10 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:10 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:10 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:10 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:10 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:10 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:10 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:10 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:10 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:10 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:10 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:10 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:10 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 12:53:10 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 12:53:12 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 12:53:16 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:53:19 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:53:42 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:42 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:42 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:42 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:42 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:42 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:42 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:42 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:42 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:42 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:42 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:42 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:42 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:53:42 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 12:53:42 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 12:53:45 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 12:53:47 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:53:49 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:54:15 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:15 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:15 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:15 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:15 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:15 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:15 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:15 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:15 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:15 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:15 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:15 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:15 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:15 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 12:54:15 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 12:54:17 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 12:54:17 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:54:20 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:54:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:47 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:54:47 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 12:54:47 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 12:54:48 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:54:49 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 12:54:50 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:55:18 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:55:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:19 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:19 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 12:55:19 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 12:55:20 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:55:22 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 12:55:48 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:55:51 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:55:52 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:52 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:52 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:52 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:52 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:52 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:52 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:52 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:52 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:52 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:52 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:52 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:52 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:55:52 | ERROR    | system_monitor:start_monitoring:301 - PLC连接断开，尝试重新连接...
2025-09-24 12:55:52 | INFO     | modbus_client:reconnect:201 - 尝试重新连接PLC...
2025-09-24 12:55:54 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 sk.yunenjoy.cn:61464
2025-09-24 12:56:19 | WARNING  | __main__:run_forever:314 - 所有机器(2台)均已断开连接
2025-09-24 12:56:21 | ERROR    | modbus_client:connect:41 - 无法连接到PLC设备 139.155.173.66:61464
2025-09-24 12:56:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:56:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:56:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:56:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:56:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:56:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:56:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
2025-09-24 12:56:24 | ERROR    | modbus_client:read_holding_register:58 - PLC未连接
